Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-07 10:17:00-05:00,13115.8720703125,13121.7138671875,13110.517578125,13116.48828125,15729000,0,0
2022-03-07 10:18:00-05:00,13114.2998046875,13118.4150390625,13109.1826171875,13110.365234375,14381000,0,0
2022-03-07 10:19:00-05:00,13112.9541015625,13116.33984375,13108.359375,13108.359375,13647000,0,0
2022-03-07 10:20:00-05:00,13110.7939453125,13119.7451171875,13110.7939453125,13118.533203125,14330000,0,0
2022-03-07 10:21:00-05:00,13119.1845703125,13119.1845703125,13111.900390625,13114.91796875,16005000,0,0
2022-03-07 10:22:00-05:00,13114.3134765625,13116.798828125,13112.4765625,13115.8857421875,12662000,0,0
2022-03-07 10:23:00-05:00,13114.0361328125,13120.62890625,13108.2724609375,13111.904296875,15365000,0,0
2022-03-07 10:24:00-05:00,13104.748046875,13105.24609375,13094.0517578125,13094.0517578125,14076000,0,0
2022-03-07 10:25:00-05:00,13088.8310546875,13094.00390625,13085.279296875,13088.486328125,14882000,0,0
2022-03-07 10:26:00-05:00,13087.87890625,13091.13671875,13086.0,13088.6435546875,14348000,0,0
2022-03-07 10:27:00-05:00,13088.3828125,13088.3828125,13081.470703125,13081.6904296875,15184000,0,0
2022-03-07 10:28:00-05:00,13080.3740234375,13084.4658203125,13075.17578125,13080.6162109375,13621000,0,0
2022-03-07 10:29:00-05:00,13080.9326171875,13089.123046875,13078.3486328125,13078.3486328125,14987000,0,0
2022-03-07 10:30:00-05:00,13077.6142578125,13095.177734375,13068.8359375,13095.177734375,16106000,0,0
2022-03-07 10:31:00-05:00,13093.5849609375,13097.53515625,13092.34375,13092.34375,19407000,0,0
2022-03-07 10:32:00-05:00,13094.376953125,13096.443359375,13092.1552734375,13092.421875,13321000,0,0
2022-03-07 10:33:00-05:00,13090.2548828125,13101.86328125,13090.2548828125,13098.140625,12262000,0,0
2022-03-07 10:34:00-05:00,13097.30859375,13097.9912109375,13090.595703125,13090.595703125,13512000,0,0
2022-03-07 10:35:00-05:00,13091.2470703125,13100.802734375,13088.115234375,13100.802734375,14670000,0,0
2022-03-07 10:36:00-05:00,13104.4248046875,13104.4248046875,13079.32421875,13079.32421875,13854000,0,0
2022-03-07 10:37:00-05:00,13079.923828125,13087.384765625,13077.759765625,13087.384765625,14655000,0,0
2022-03-07 10:38:00-05:00,13085.8916015625,13085.8916015625,13077.861328125,13084.08984375,13470000,0,0
2022-03-07 10:39:00-05:00,13086.396484375,13090.427734375,13083.8486328125,13083.8486328125,15251000,0,0
2022-03-07 10:40:00-05:00,13084.6884765625,13090.15234375,13084.6884765625,13090.15234375,13844000,0,0
2022-03-07 10:41:00-05:00,13087.3642578125,13093.318359375,13085.376953125,13085.376953125,13254000,0,0
2022-03-07 10:42:00-05:00,13080.16015625,13080.16015625,13057.755859375,13057.755859375,16639000,0,0
2022-03-07 10:43:00-05:00,13057.01171875,13061.025390625,13057.01171875,13057.681640625,15334000,0,0
2022-03-07 10:44:00-05:00,13056.38671875,13056.38671875,13050.0927734375,13054.6328125,13588000,0,0
2022-03-07 10:45:00-05:00,13058.060546875,13069.60546875,13055.8603515625,13069.60546875,14252000,0,0
2022-03-07 10:46:00-05:00,13069.048828125,13072.1142578125,13060.6171875,13060.6171875,14054000,0,0
2022-03-07 10:47:00-05:00,13060.7568359375,13061.701171875,13048.23046875,13052.3466796875,13742000,0,0
2022-03-07 10:48:00-05:00,13052.767578125,13057.7392578125,13051.798828125,13054.185546875,13569000,0,0
2022-03-07 10:49:00-05:00,13053.6826171875,13058.91796875,13053.6826171875,13057.626953125,12118000,0,0
2022-03-07 10:50:00-05:00,13056.365234375,13058.4775390625,13051.1572265625,13051.1572265625,13305000,0,0
2022-03-07 10:51:00-05:00,13050.5390625,13055.0859375,13045.0751953125,13055.0859375,14830000,0,0
2022-03-07 10:52:00-05:00,13058.5830078125,13072.748046875,13058.5830078125,13071.423828125,15306000,0,0
2022-03-07 10:53:00-05:00,13071.9609375,13071.9609375,13056.9677734375,13057.47265625,12728000,0,0
2022-03-07 10:54:00-05:00,13055.8720703125,13055.8720703125,13041.71484375,13041.71484375,11274000,0,0
2022-03-07 10:55:00-05:00,13043.12890625,13045.39453125,13039.5849609375,13039.63671875,12984000,0,0
2022-03-07 10:56:00-05:00,13040.9697265625,13043.7470703125,13038.8681640625,13039.298828125,13569000,0,0
2022-03-07 10:57:00-05:00,13046.533203125,13048.1171875,13043.533203125,13043.533203125,12306000,0,0
2022-03-07 10:58:00-05:00,13041.79296875,13048.1396484375,13040.80078125,13047.35546875,11883000,0,0
2022-03-07 10:59:00-05:00,13048.9189453125,13062.46875,13048.9189453125,13055.91015625,17062000,0,0
2022-03-07 11:00:00-05:00,13055.623046875,13056.3759765625,13052.47265625,13052.8583984375,13940000,0,0
2022-03-07 11:01:00-05:00,13052.2255859375,13062.9140625,13052.2255859375,13060.369140625,11747000,0,0
2022-03-07 11:02:00-05:00,13058.09765625,13060.79296875,13058.09765625,13059.81640625,11313000,0,0
2022-03-07 11:03:00-05:00,13059.326171875,13059.326171875,13048.4912109375,13050.6943359375,11307000,0,0
2022-03-07 11:04:00-05:00,13051.2041015625,13078.041015625,13051.2041015625,13075.5390625,15396000,0,0
2022-03-07 11:05:00-05:00,13074.814453125,13096.44140625,13074.814453125,13096.44140625,14802000,0,0
2022-03-07 11:06:00-05:00,13096.4541015625,13105.5205078125,13096.259765625,13105.3701171875,13198000,0,0
2022-03-07 11:07:00-05:00,13104.994140625,13105.0576171875,13101.876953125,13103.130859375,12198000,0,0
2022-03-07 11:08:00-05:00,13101.57421875,13104.0908203125,13095.369140625,13097.8935546875,12154000,0,0
2022-03-07 11:09:00-05:00,13098.099609375,13108.732421875,13098.099609375,13108.732421875,10311000,0,0
2022-03-07 11:10:00-05:00,13105.453125,13118.7431640625,13105.453125,13118.7431640625,11957000,0,0
2022-03-07 11:11:00-05:00,13115.8037109375,13115.8037109375,13106.8642578125,13107.080078125,14988000,0,0
2022-03-07 11:12:00-05:00,13101.775390625,13107.65625,13100.666015625,13107.65625,13648000,0,0
2022-03-07 11:13:00-05:00,13105.7900390625,13105.7900390625,13094.6123046875,13094.6123046875,11774000,0,0
2022-03-07 11:14:00-05:00,13092.720703125,13095.5703125,13091.6259765625,13094.8134765625,12745000,0,0
2022-03-07 11:15:00-05:00,13093.0986328125,13104.1484375,13093.0986328125,13101.9677734375,11839000,0,0
2022-03-07 11:16:00-05:00,13100.0068359375,13114.91015625,13100.0068359375,13114.91015625,12437000,0,0
2022-03-07 11:17:00-05:00,13117.740234375,13121.462890625,13115.625,13115.7724609375,12480000,0,0
2022-03-07 11:18:00-05:00,13121.28125,13134.578125,13121.28125,13134.578125,12012000,0,0
2022-03-07 11:19:00-05:00,13130.23828125,13130.23828125,13127.037109375,13129.1142578125,12129000,0,0
2022-03-07 11:20:00-05:00,13127.8828125,13129.4541015625,13121.296875,13122.751953125,10103000,0,0
2022-03-07 11:21:00-05:00,13125.6162109375,13130.646484375,13116.263671875,13116.30078125,11278000,0,0
2022-03-07 11:22:00-05:00,13114.685546875,13123.0341796875,13114.685546875,13123.0341796875,10024000,0,0
2022-03-07 11:23:00-05:00,13125.0908203125,13125.6171875,13118.41796875,13118.41796875,11933000,0,0
2022-03-07 11:24:00-05:00,13118.556640625,13126.576171875,13118.556640625,13122.484375,9866000,0,0
2022-03-07 11:25:00-05:00,13122.9716796875,13123.5498046875,13118.802734375,13120.375,11953000,0,0
2022-03-07 11:26:00-05:00,13118.591796875,13125.15234375,13118.591796875,13123.212890625,10232000,0,0
2022-03-07 11:27:00-05:00,13120.09765625,13120.09765625,13118.671875,13119.4765625,0,0,0
2022-03-07 11:28:00-05:00,13119.6142578125,13121.185546875,13112.6142578125,13115.8291015625,2077530000,0,0
2022-03-07 11:29:00-05:00,13114.4287109375,13115.474609375,13113.666015625,13114.0810546875,10653000,0,0
2022-03-07 11:30:00-05:00,13113.322265625,13115.0,13099.2001953125,13099.2001953125,11389000,0,0
2022-03-07 11:31:00-05:00,13099.4169921875,13102.0634765625,13093.984375,13093.984375,12069000,0,0
2022-03-07 11:32:00-05:00,13089.8876953125,13096.4970703125,13089.8876953125,13095.669921875,13509000,0,0
2022-03-07 11:33:00-05:00,13093.5263671875,13094.869140625,13088.6044921875,13089.7421875,11635000,0,0
2022-03-07 11:34:00-05:00,13091.14453125,13093.5947265625,13083.9375,13084.7958984375,11106000,0,0
2022-03-07 11:35:00-05:00,13085.103515625,13085.103515625,13078.474609375,13078.474609375,11155000,0,0
2022-03-07 11:36:00-05:00,13073.943359375,13079.234375,13071.357421875,13079.234375,11319000,0,0
2022-03-07 11:37:00-05:00,13080.1708984375,13081.9921875,13077.32421875,13078.732421875,10469000,0,0
2022-03-07 11:38:00-05:00,13077.6005859375,13081.2548828125,13076.3349609375,13079.7333984375,10114000,0,0
2022-03-07 11:39:00-05:00,13077.5771484375,13079.1806640625,13070.0830078125,13070.0830078125,9860000,0,0
2022-03-07 11:40:00-05:00,13066.9150390625,13066.9150390625,13055.52734375,13062.865234375,13281000,0,0
2022-03-07 11:41:00-05:00,13061.87890625,13068.3984375,13059.1015625,13068.3984375,12077000,0,0
2022-03-07 11:42:00-05:00,13069.76171875,13079.427734375,13069.76171875,13077.7666015625,13193000,0,0
2022-03-07 11:43:00-05:00,13074.708984375,13077.2734375,13074.255859375,13074.689453125,10515000,0,0
2022-03-07 11:44:00-05:00,13075.4130859375,13078.025390625,13075.4130859375,13077.263671875,11082000,0,0
2022-03-07 11:45:00-05:00,13075.279296875,13095.29296875,13073.359375,13095.29296875,12487000,0,0
2022-03-07 11:46:00-05:00,13098.08203125,13111.083984375,13097.443359375,13108.9970703125,17747000,0,0
2022-03-07 11:47:00-05:00,13107.2421875,13119.259765625,13107.2421875,13119.259765625,14261000,0,0
2022-03-07 11:48:00-05:00,13118.6572265625,13118.6572265625,13109.767578125,13109.767578125,11815000,0,0
2022-03-07 11:49:00-05:00,13111.3564453125,13111.3564453125,13102.3896484375,13103.5322265625,11223000,0,0
2022-03-07 11:50:00-05:00,13101.9482421875,13109.03125,13101.9482421875,13108.7080078125,10426000,0,0
2022-03-07 11:51:00-05:00,13107.859375,13107.859375,13097.6708984375,13099.8427734375,12967000,0,0
2022-03-07 11:52:00-05:00,13099.404296875,13104.3388671875,13098.068359375,13104.3388671875,9802000,0,0
2022-03-07 11:53:00-05:00,13102.71484375,13110.044921875,13102.71484375,13108.9345703125,10370000,0,0
2022-03-07 11:54:00-05:00,13108.2705078125,13108.2705078125,13094.2177734375,13094.2177734375,9425000,0,0
2022-03-07 11:55:00-05:00,13088.087890625,13088.087890625,13077.69921875,13077.69921875,11173000,0,0
2022-03-07 11:56:00-05:00,13070.48046875,13077.3330078125,13070.48046875,13073.29296875,10754000,0,0
2022-03-07 11:57:00-05:00,13074.1669921875,13074.1669921875,13066.34765625,13066.34765625,8878000,0,0
2022-03-07 11:58:00-05:00,13068.3662109375,13070.8115234375,13065.0693359375,13065.87109375,9742000,0,0
2022-03-07 11:59:00-05:00,13065.4033203125,13065.4033203125,13050.7685546875,13054.4228515625,11182000,0,0
2022-03-07 12:00:00-05:00,13054.484375,13054.6298828125,13050.0712890625,13050.330078125,10818000,0,0
2022-03-07 12:01:00-05:00,13051.490234375,13051.490234375,13044.8173828125,13046.1474609375,11529000,0,0
2022-03-07 12:02:00-05:00,13043.9228515625,13043.9228515625,13026.3662109375,13029.052734375,12148000,0,0
2022-03-07 12:03:00-05:00,13029.869140625,13034.1611328125,13029.869140625,13034.1611328125,17744000,0,0
2022-03-07 12:04:00-05:00,13034.6484375,13035.94140625,13029.5439453125,13031.099609375,5051000,0,0
2022-03-07 12:05:00-05:00,13029.740234375,13038.3154296875,13027.9404296875,13035.712890625,15965000,0,0
2022-03-07 12:06:00-05:00,13033.4111328125,13033.4111328125,13025.875,13031.4853515625,5281000,0,0
2022-03-07 12:07:00-05:00,13032.783203125,13033.412109375,13027.951171875,13027.951171875,13638000,0,0
2022-03-07 12:08:00-05:00,13027.6474609375,13032.150390625,13025.5224609375,13031.0234375,3722000,0,0
2022-03-07 12:09:00-05:00,13031.2890625,13035.3173828125,13026.9072265625,13035.3173828125,12276000,0,0
2022-03-07 12:10:00-05:00,13035.478515625,13046.2119140625,13034.359375,13046.2119140625,3917000,0,0
2022-03-07 12:11:00-05:00,13045.2724609375,13045.7353515625,13040.1279296875,13045.7353515625,10195000,0,0
2022-03-07 12:12:00-05:00,13045.1025390625,13051.0048828125,13043.8837890625,13047.865234375,14996000,0,0
2022-03-07 12:13:00-05:00,13047.3046875,13047.7001953125,13044.970703125,13045.3466796875,3478000,0,0
2022-03-07 12:14:00-05:00,13043.6142578125,13043.6142578125,13037.037109375,13041.8740234375,12944000,0,0
2022-03-07 12:15:00-05:00,13040.81640625,13055.1123046875,13040.03125,13052.4072265625,5223000,0,0
2022-03-07 12:16:00-05:00,13051.6123046875,13056.9921875,13049.26953125,13053.2265625,13091000,0,0
2022-03-07 12:17:00-05:00,13050.0791015625,13050.0791015625,13037.7587890625,13038.8046875,4586000,0,0
2022-03-07 12:18:00-05:00,13039.2265625,13039.2265625,13016.00390625,13016.8759765625,9816000,0,0
2022-03-07 12:19:00-05:00,13017.2607421875,13022.7666015625,13015.5234375,13022.7666015625,13566000,0,0
2022-03-07 12:20:00-05:00,13025.96484375,13030.1865234375,13024.51953125,13029.5771484375,5459000,0,0
2022-03-07 12:21:00-05:00,13028.552734375,13028.552734375,13017.890625,13017.890625,13868000,0,0
2022-03-07 12:22:00-05:00,13018.529296875,13018.529296875,13015.2841796875,13017.4111328125,8216000,0,0
2022-03-07 12:23:00-05:00,13017.9775390625,13017.9775390625,13006.4501953125,13010.572265625,4136000,0,0
2022-03-07 12:24:00-05:00,13011.71875,13013.490234375,13008.458984375,13008.458984375,9243000,0,0
2022-03-07 12:25:00-05:00,13008.529296875,13008.529296875,13002.8603515625,13005.3115234375,8028000,0,0
2022-03-07 12:26:00-05:00,13005.95703125,13012.93359375,13005.95703125,13009.85546875,14331000,0,0
2022-03-07 12:27:00-05:00,13009.50390625,13013.1396484375,13008.904296875,13008.904296875,4185000,0,0
2022-03-07 12:28:00-05:00,13009.21875,13011.513671875,13007.142578125,13011.513671875,11466000,0,0
2022-03-07 12:29:00-05:00,13012.6787109375,13019.037109375,13009.3828125,13018.1025390625,5444000,0,0
2022-03-07 12:30:00-05:00,13015.4609375,13015.4609375,13008.31640625,13012.4716796875,13653000,0,0
2022-03-07 12:31:00-05:00,13011.9970703125,13015.74609375,13007.302734375,13007.302734375,4292000,0,0
2022-03-07 12:32:00-05:00,13006.9931640625,13009.5009765625,13006.2158203125,13007.1650390625,9960000,0,0
2022-03-07 12:33:00-05:00,13004.294921875,13004.5126953125,13001.3876953125,13001.3876953125,4804000,0,0
2022-03-07 12:34:00-05:00,13005.53125,13015.7021484375,13005.53125,13009.837890625,10134000,0,0
2022-03-07 12:35:00-05:00,13009.83984375,13010.2919921875,13007.1171875,13008.1142578125,8162000,0,0
2022-03-07 12:36:00-05:00,13006.8623046875,13013.0673828125,13005.78515625,13005.78515625,7705000,0,0
2022-03-07 12:37:00-05:00,13004.1923828125,13006.15234375,12995.794921875,13006.15234375,14090000,0,0
2022-03-07 12:38:00-05:00,13016.07421875,13021.041015625,13016.07421875,13016.1376953125,8447000,0,0
2022-03-07 12:39:00-05:00,13015.322265625,13015.322265625,13009.140625,13009.552734375,11820000,0,0
2022-03-07 12:40:00-05:00,13012.583984375,13028.208984375,13010.0703125,13028.208984375,4961000,0,0
2022-03-07 12:41:00-05:00,13029.3046875,13030.751953125,13025.2802734375,13025.2802734375,16207000,0,0
2022-03-07 12:42:00-05:00,13024.380859375,13030.7177734375,13024.380859375,13030.7177734375,5253000,0,0
2022-03-07 12:43:00-05:00,13030.8779296875,13032.6728515625,13026.9052734375,13028.9755859375,12048000,0,0
2022-03-07 12:44:00-05:00,13028.462890625,13029.103515625,13022.515625,13022.6875,5341000,0,0
2022-03-07 12:45:00-05:00,13023.564453125,13032.17578125,13022.2470703125,13032.17578125,7350000,0,0
2022-03-07 12:46:00-05:00,13031.2802734375,13032.2890625,13028.86328125,13029.9931640625,9915000,0,0
2022-03-07 12:47:00-05:00,13029.2451171875,13032.73828125,13026.2978515625,13032.73828125,7628000,0,0
2022-03-07 12:48:00-05:00,13032.6865234375,13035.6044921875,13031.4482421875,13034.7998046875,9571000,0,0
2022-03-07 12:49:00-05:00,13035.9091796875,13052.7294921875,13035.9091796875,13050.9306640625,10564000,0,0
2022-03-07 12:50:00-05:00,13050.4287109375,13074.021484375,13040.40625,13064.9501953125,13322000,0,0
2022-03-07 12:51:00-05:00,13063.0810546875,13063.1171875,13045.091796875,13046.6123046875,15207000,0,0
2022-03-07 12:52:00-05:00,13046.505859375,13047.19921875,13042.8134765625,13042.8134765625,7537000,0,0
2022-03-07 12:53:00-05:00,13042.8125,13042.8125,13037.77734375,13038.703125,7035000,0,0
2022-03-07 12:54:00-05:00,13033.857421875,13036.7607421875,13033.138671875,13034.216796875,12409000,0,0
2022-03-07 12:55:00-05:00,13036.12890625,13036.12890625,13025.9326171875,13033.83984375,5123000,0,0
2022-03-07 12:56:00-05:00,13036.5068359375,13036.5068359375,13023.107421875,13028.767578125,12673000,0,0
2022-03-07 12:57:00-05:00,13028.37890625,13029.9287109375,13022.2080078125,13022.2080078125,3341000,0,0
2022-03-07 12:58:00-05:00,13021.1611328125,13021.1611328125,13016.845703125,13016.845703125,13473000,0,0
2022-03-07 12:59:00-05:00,13015.76171875,13022.56640625,13015.76171875,13018.712890625,6541000,0,0
2022-03-07 13:00:00-05:00,13016.9345703125,13026.9482421875,13016.9345703125,13026.5712890625,15893000,0,0
2022-03-07 13:01:00-05:00,13024.7373046875,13037.2236328125,13024.7373046875,13037.2236328125,4351000,0,0
2022-03-07 13:02:00-05:00,13036.9267578125,13049.1142578125,13036.9267578125,13049.1142578125,15820000,0,0
2022-03-07 13:03:00-05:00,13048.92578125,13050.58203125,13038.0625,13038.0625,6105000,0,0
2022-03-07 13:04:00-05:00,13037.775390625,13037.775390625,13031.2412109375,13034.927734375,16580000,0,0
2022-03-07 13:05:00-05:00,13034.162109375,13042.8095703125,13034.162109375,13042.23828125,4364000,0,0
2022-03-07 13:06:00-05:00,13041.630859375,13044.0576171875,13033.35546875,13033.79296875,7814000,0,0
2022-03-07 13:07:00-05:00,13033.80859375,13040.4580078125,13030.5869140625,13040.4580078125,9033000,0,0
2022-03-07 13:08:00-05:00,13041.6083984375,13043.44140625,13039.6689453125,13039.6689453125,13017000,0,0
2022-03-07 13:09:00-05:00,13039.3369140625,13039.3369140625,13028.37109375,13028.37109375,7329000,0,0
2022-03-07 13:10:00-05:00,13028.888671875,13030.6142578125,13018.248046875,13018.248046875,7995000,0,0
2022-03-07 13:11:00-05:00,13018.2607421875,13020.78515625,13003.4990234375,13005.6728515625,7899000,0,0
2022-03-07 13:12:00-05:00,13004.7294921875,13008.197265625,13003.2431640625,13003.2431640625,8116000,0,0
2022-03-07 13:13:00-05:00,13005.087890625,13010.419921875,13005.087890625,13009.52734375,7183000,0,0
2022-03-07 13:14:00-05:00,13008.3720703125,13008.3720703125,12997.376953125,12999.8564453125,8889000,0,0
2022-03-07 13:15:00-05:00,12999.634765625,13000.4052734375,12985.64453125,12985.64453125,8273000,0,0
2022-03-07 13:16:00-05:00,12986.44140625,12992.5048828125,12983.6201171875,12990.3603515625,10484000,0,0
2022-03-07 13:17:00-05:00,12990.2001953125,12990.2001953125,12983.7099609375,12983.7099609375,7911000,0,0
2022-03-07 13:18:00-05:00,12983.8447265625,12991.7333984375,12983.6337890625,12990.5546875,8909000,0,0
2022-03-07 13:19:00-05:00,12990.1630859375,12990.1630859375,12983.73828125,12983.73828125,7831000,0,0
2022-03-07 13:20:00-05:00,12981.974609375,12983.2890625,12974.150390625,12978.3310546875,13402000,0,0
2022-03-07 13:21:00-05:00,12977.4658203125,12978.4462890625,12972.3232421875,12972.3232421875,4764000,0,0
2022-03-07 13:22:00-05:00,12973.037109375,12986.1611328125,12970.39453125,12986.1611328125,9459000,0,0
2022-03-07 13:23:00-05:00,12985.1337890625,12988.166015625,12981.7421875,12986.482421875,15473000,0,0
2022-03-07 13:24:00-05:00,12985.8544921875,12986.025390625,12978.333984375,12979.3154296875,4813000,0,0
2022-03-07 13:25:00-05:00,12979.130859375,12989.6494140625,12978.2216796875,12989.1875,14107000,0,0
2022-03-07 13:26:00-05:00,12985.259765625,12985.259765625,12976.0361328125,12978.1171875,5672000,0,0
2022-03-07 13:27:00-05:00,12977.8134765625,12986.83984375,12977.8134765625,12982.5185546875,13411000,0,0
2022-03-07 13:28:00-05:00,12980.654296875,12984.6611328125,12978.23828125,12980.095703125,4085000,0,0
2022-03-07 13:29:00-05:00,12983.4130859375,12985.7001953125,12980.0537109375,12980.0537109375,9100000,0,0
2022-03-07 13:30:00-05:00,12979.8740234375,12986.3759765625,12977.689453125,12986.07421875,10053000,0,0
2022-03-07 13:31:00-05:00,12985.140625,12985.140625,12980.880859375,12983.0849609375,7446000,0,0
2022-03-07 13:32:00-05:00,12985.857421875,12994.3232421875,12985.1328125,12994.20703125,10148000,0,0
2022-03-07 13:33:00-05:00,12994.158203125,12994.44921875,12982.5615234375,12982.5615234375,10049000,0,0
2022-03-07 13:34:00-05:00,12982.9462890625,12982.9462890625,12967.517578125,12968.82421875,9007000,0,0
2022-03-07 13:35:00-05:00,12968.5595703125,12972.2265625,12968.5595703125,12972.2265625,9656000,0,0
2022-03-07 13:36:00-05:00,12972.4287109375,12977.1123046875,12971.1064453125,12972.005859375,7485000,0,0
2022-03-07 13:37:00-05:00,12972.078125,12975.9228515625,12971.4482421875,12972.98046875,8342000,0,0
2022-03-07 13:38:00-05:00,12973.3359375,12977.595703125,12969.99609375,12977.595703125,7716000,0,0
2022-03-07 13:39:00-05:00,12977.796875,12997.4091796875,12977.5966796875,12994.642578125,12898000,0,0
2022-03-07 13:40:00-05:00,12992.4091796875,12998.818359375,12988.978515625,12998.818359375,10240000,0,0
2022-03-07 13:41:00-05:00,12999.6767578125,13008.888671875,12999.6767578125,13006.8515625,9593000,0,0
2022-03-07 13:42:00-05:00,13006.3232421875,13011.271484375,13001.35546875,13002.5634765625,9248000,0,0
2022-03-07 13:43:00-05:00,13002.7734375,13004.8828125,12998.4248046875,12998.4248046875,7584000,0,0
2022-03-07 13:44:00-05:00,12998.1953125,13002.638671875,12994.734375,13001.7822265625,6790000,0,0
